setting,seed,role,step,epoch,timestamp,valid__accuracy,valid__attn__gd_residual_inject_ratio,valid__attn__gd_residual_lambda_mean,valid__attn__gd_residual_m_norm_max,valid__attn__gd_residual_m_norm_mean,valid__attn__gd_residual_mu_valid_ratio,valid__attn__gd_residual_write_strength_mean,valid__loss,valid__mqar_case__accuracy_1024x256,valid__attn__gd_residual_uncapped_write_strength_max,valid__attn__gd_residual_uncapped_write_strength_mean,valid__attn__gd_residual_uncapped_write_strength_p95,valid__attn__gd_residual_write_strength_cap_hit_ratio,valid__attn__gd_residual_write_strength_max,valid__attn__gd_residual_write_strength_p95,valid__attn__gd_residual_update_norm_cap_active,valid__attn__gd_residual_update_norm_effective_cap,valid__attn__gd_residual_m_norm_cap_hit_ratio
cap0405,124,conservative_release_bad,705,2.0,2026-05-31T08:10:48.103388+00:00,0.97950927734375,0.13595984491800506,0.1821778511539811,3.957445458760337,0.08919784227120024,0.6498008304172092,0.010793302732978075,0.29349881410598755,0.89901171875,0.37479632897745996,0.027556295155562342,0.17334124431132325,0.1678224139743381,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405,124,conservative_release_bad,1058,3.0,2026-05-31T08:43:46.702238+00:00,0.98751220703125,0.08222365973605997,0.1022859313599174,3.4421072871912095,0.09278871589118526,0.6388715108235677,0.010335043804453952,0.15107694268226624,0.94047265625,0.3631096343908991,0.02096411857073979,0.12112146919031465,0.16898831867036365,0.04154461249709129,0.04154461249709129,0.0,0.0,
cap0405,124,conservative_release_bad,1411,4.0,2026-05-31T09:11:49.683575+00:00,0.98946044921875,0.07180613609001277,0.08278338917131935,3.152120414234343,0.09758942419781334,0.6330281212216332,0.010538619575238535,0.11528602987527847,0.94721484375,0.3725463522095529,0.017279708469730048,0.09215429437065882,0.13370208134726871,0.044962819665670395,0.044962819665670395,0.0,0.0,
cap0405,124,conservative_release_bad,1764,5.0,2026-05-31T09:35:41.538720+00:00,0.99016015625,0.06750953125043048,0.07435793947014543,2.901108761628469,0.10179960126027701,0.6323018452477833,0.009802584384848911,0.1019584983587265,0.9478828125,0.3666904172490513,0.015742155839689076,0.08657612806806962,0.09967230236719525,0.048401493579149246,0.048401493579149246,0.0,0.0,
cap0405,124,conservative_release_bad,2117,6.0,2026-05-31T09:59:14.858364+00:00,0.99094287109375,0.06815038956997413,0.07230294213467647,2.782548244510378,0.108059238121357,0.6287112765842013,0.009371011739685423,0.0914718508720398,0.95208203125,0.36583675095249735,0.015278651297742885,0.08638731991901757,0.09564743344745939,0.049999505281448364,0.049999505281448364,0.0,0.0,
cap0405,124,conservative_release_bad,2470,7.0,2026-05-31T10:23:25.210269+00:00,0.991888671875,0.06874707259888214,0.07178793928866821,2.634455861553313,0.1075092862648446,0.6280859084356398,0.009128634501913828,0.08278557658195496,0.956484375,0.35663186551796067,0.014682883590770265,0.08289532605854291,0.09424737900022477,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405,124,conservative_release_bad,2823,8.0,2026-05-31T10:47:46.375566+00:00,0.9923935546875,0.07066204528959971,0.07261063032857483,2.561606018789231,0.10917010687158576,0.6281120360843719,0.00889729885458355,0.07712921500205994,0.9602109375,0.35782090160581803,0.01449149138929825,0.0824821385155831,0.09402069212898376,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,352,1.0,2026-05-31T11:32:32.960302+00:00,0.001525390625,0.000279057531091865,0.0003273923034684563,6.822552158719017,0.03019671913029419,0.588470943390377,0.01154050052476426,8.246448516845703,0.0003125,0.15354483604194627,0.027289156809390064,0.11622764105125079,0.25,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,705,2.0,2026-05-31T12:01:48.516202+00:00,0.9754208984375,0.08908697239877213,0.15331697215636572,6.822281795834738,0.1611900780763891,0.6537983606732081,0.01414919952817616,0.3123243451118469,0.887109375,0.21439137516750228,0.025841837719319357,0.10514009868105252,0.23962359958224827,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,1058,3.0,2026-05-31T12:33:56.613121+00:00,0.97726220703125,0.062383479113498376,0.1071554734445517,6.2109641754438005,0.1823815493474877,0.6403619372655475,0.014627350122845243,0.2110835164785385,0.87670703125,0.21951751455309845,0.02545370089466728,0.10234696119432411,0.24293736049107142,0.04154461249709129,0.04154461249709129,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,1411,4.0,2026-05-31T13:05:10.024939+00:00,0.98289111328125,0.06809780705306265,0.1146774525414147,5.916052807891179,0.21709425107295077,0.6345969608851841,0.016460230149003486,0.1541547030210495,0.91374609375,0.355670877806251,0.03456181655120519,0.1662762856613549,0.24505501701718285,0.044962819665670395,0.044962819665670395,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,1764,5.0,2026-05-31T13:36:54.301521+00:00,0.98614013671875,0.062452084946608734,0.10643558680183357,5.802603829474676,0.24322535496737277,0.6321364205981058,0.01749839875773187,0.12501011788845062,0.93125390625,0.3940102258726718,0.03593071950008235,0.1708837938273237,0.24215067000616164,0.048401493579149246,0.048401493579149246,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,2117,6.0,2026-05-31T14:08:16.788512+00:00,0.983068359375,0.06347690895199776,0.10819003895102512,5.870264512205881,0.22929338080483297,0.6297416384257968,0.017886499264499263,0.13720077276229858,0.90228125,0.49020633935218766,0.031896003946987175,0.1120823220098539,0.23761435917445592,0.049999505281448364,0.049999505281448364,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,2470,7.0,2026-05-31T14:40:00.645772+00:00,0.98027978515625,0.06253258019892706,0.10802868972458536,5.926696273069533,0.2213073218950913,0.6289762769426618,0.017890646107613095,0.14696329832077026,0.87666796875,0.4937035376945185,0.032823450693358035,0.12134816401475479,0.24320858243911986,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405_beta0p16,123,conservative_release_low_beta_good,2823,8.0,2026-05-31T15:11:09.375652+00:00,0.98317626953125,0.0659474502095864,0.11365556845530159,5.964830174332573,0.2274989223048564,0.6284179384746249,0.017762657953426242,0.1272655725479126,0.90077734375,0.48846685147238156,0.03242998856992003,0.12116162424227075,0.24258129180423796,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,352,1.0,2026-05-31T11:30:33.200414+00:00,0.0007138671875,0.00019518502637173884,0.0005283320216611693,5.77005788636586,0.023522671969932695,0.576518558320545,0.006714432788569303,8.303110122680664,0.00025,0.1743894707234133,0.014201681757907546,0.10403611206464351,0.12535116407606336,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,705,2.0,2026-05-31T11:58:03.615447+00:00,0.9685830078125,0.09815426816838602,0.17686339580113924,2.762969708631909,0.11306839900106073,0.6497987414163257,0.007372993675600146,0.375272661447525,0.854953125,0.196596442736567,0.00877259347480648,0.05197825078068981,0.0723570566328745,0.03999999910593033,0.03999999910593033,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,1058,3.0,2026-05-31T12:28:15.831613+00:00,0.973423828125,0.0637787360077103,0.10892326236953812,3.343248554638454,0.13845234104461732,0.6342486124190073,0.007862150741164527,0.2292660027742386,0.859609375,0.14417526594525765,0.009357247015623937,0.056759169192186425,0.08160024975973462,0.04154461249709129,0.04154461249709129,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,1411,4.0,2026-05-31T12:56:36.727755+00:00,0.98248583984375,0.07368388740966718,0.11877714645945364,3.8074218732497047,0.17411576908466125,0.629463861859034,0.009163548552712042,0.15316487848758698,0.90925390625,0.14847781078978664,0.010776459660735867,0.06163592431102953,0.08560790712871248,0.044962819665670395,0.044962819665670395,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,1764,5.0,2026-05-31T13:25:45.180242+00:00,0.98413427734375,0.06996120825882941,0.11125232885399508,4.304810621199154,0.20437568287912106,0.6285732208736359,0.010053256763115762,0.13344374299049377,0.91773046875,0.1344443718414931,0.011666796685728644,0.06510779496637129,0.08621512518988715,0.048401493579149246,0.048401493579149246,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,2117,6.0,2026-05-31T13:54:57.942304+00:00,0.98545263671875,0.07156275758253676,0.11313600365131621,4.716425083459369,0.2582134626258815,0.6245211949424138,0.011538970810804693,0.1201840341091156,0.92435546875,0.1292955901414629,0.013350926762786769,0.06708724502592332,0.11791993701268756,0.049999505281448364,0.049999505281448364,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,2470,7.0,2026-05-31T14:25:33.998178+00:00,0.9877021484375,0.07297740474579827,0.1155045237983503,4.867419476546939,0.2637456745012767,0.623697765289791,0.011532859861969,0.1047665998339653,0.93690625,0.11930168417119791,0.013359107346909623,0.06703395902046136,0.11929960099477617,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0405_beta0p16,124,conservative_release_low_beta_bad,2823,8.0,2026-05-31T14:55:55.326946+00:00,0.984640625,0.07546565576737362,0.11980670768885858,5.0900997708714195,0.23182420018646452,0.6222757611955915,0.011501930044254377,0.11844506859779358,0.912421875,0.11299606663958421,0.013300236447581224,0.06674121635123378,0.11947662111312624,0.05000000074505806,0.05000000074505806,0.0,0.0,
cap0406_mcap8,123,release_with_static_mcap_good,352,1.0,2026-05-31T20:54:59.442631+00:00,0.00076708984375,0.017427584511183557,0.016929527328881835,5.369979289789049,0.032394083279613704,0.5884673708961123,0.014091001862349609,8.290555953979492,0.00026953125,0.5196001853143412,0.07546291056843031,0.3960301463329603,0.25,0.03999999910593033,0.03999999910593033,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,705,2.0,2026-05-31T21:31:55.422987+00:00,0.96987109375,0.12586721857743605,0.18281858390758907,4.480978098180559,0.13179576800515255,0.6568231734018477,0.01270173667442231,0.3594556450843811,0.8662734375,0.5188620243635442,0.03812239149821892,0.21689012924593593,0.16646420009552487,0.03999999910593033,0.03999999910593033,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,1058,3.0,2026-05-31T22:13:33.161846+00:00,0.97631591796875,0.07235745934858209,0.10716201673956617,4.256227329609886,0.13717055313348298,0.6451531667557974,0.012487508217981528,0.21654537320137024,0.87537109375,0.5200922054549059,0.03892225565181838,0.22762709119845004,0.172209103902181,0.04308922216296196,0.04308922216296196,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,1411,4.0,2026-05-31T22:54:09.576439+00:00,0.9772138671875,0.08269806831542935,0.11947564218962003,4.1472562773833195,0.16426749498627724,0.6438366420685299,0.014069226766300817,0.18448789417743683,0.883921875,0.5262436580563349,0.041205833961684556,0.24148136463075404,0.17393325624011813,0.04992563650012016,0.04992563650012016,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,1764,5.0,2026-05-31T23:35:38.045635+00:00,0.9817060546875,0.07342869086220624,0.10918821826104134,4.092071709651796,0.1888095435154225,0.6382862575470455,0.015460720500125298,0.14864426851272583,0.905640625,0.5233235954647026,0.04205142041402204,0.24516131436186178,0.1731853333730546,0.056802988052368164,0.056802988052368164,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,2117,6.0,2026-06-01T00:16:39.221095+00:00,0.9818828125,0.07458937491866804,0.11269832566557896,4.099203252130085,0.20969873088751995,0.6377032446482825,0.016293116919105014,0.1402035653591156,0.9046953125,0.5252938119783288,0.04323328845942068,0.2521876348921704,0.17336595626104445,0.0599990077316761,0.0599990077316761,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,2470,7.0,2026-06-01T00:57:52.135690+00:00,0.978890625,0.07361729225764672,0.111659543662672,4.040346355665298,0.17847424120243108,0.6352034977504185,0.01620360484553708,0.15458542108535767,0.8745078125,0.5244408345056905,0.043158929632414904,0.2530408824187896,0.1730411620367141,0.05999999865889549,0.05999999865889549,0.0,0.0,0.0
cap0406_mcap8,123,release_with_static_mcap_good,2823,8.0,2026-06-01T01:38:40.840158+00:00,0.98172802734375,0.07473631244566706,0.11529232193494127,4.017487754424413,0.1833373364800262,0.6351852114238437,0.016125700451315395,0.1365502029657364,0.89521484375,0.5183366541233327,0.04316599355892293,0.25511109447550206,0.1728303243243505,0.05999999865889549,0.05999999865889549,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,352,1.0,2026-05-31T21:01:23.828251+00:00,0.0033681640625,0.004603121741046567,0.004796112703699027,2.143397148166384,0.016266347816406145,0.577339111812531,0.012136754297119166,8.157537460327148,0.000421875,0.9139318043986956,0.10572624688465444,0.8560023427246108,0.1257041749500093,0.03999999910593033,0.03999999910593033,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,705,2.0,2026-05-31T21:43:01.579542+00:00,0.97888818359375,0.13389241384963194,0.17876601597619435,3.810147511107581,0.08436962452879737,0.6492364974248976,0.01017376977676851,0.29815974831581116,0.89651171875,0.3583682384637613,0.023746709054749873,0.15054253456256692,0.16257102905757845,0.03999999910593033,0.03999999910593033,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,1058,3.0,2026-05-31T22:27:20.274053+00:00,0.987998046875,0.07669263188209799,0.09932935304407563,3.5033534561830852,0.0990087548492565,0.6383581918383402,0.01031950745169842,0.14893761277198792,0.941578125,0.3311021380303871,0.0186935513657296,0.10802491591681564,0.1626617946322002,0.04308922216296196,0.04308922216296196,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,1411,4.0,2026-05-31T23:08:33.614294+00:00,0.98953662109375,0.06974127034227999,0.08060231974851044,3.2889217374816773,0.10373049728306276,0.6332674177866133,0.010758949266303153,0.1147163137793541,0.94696484375,0.3410064714945971,0.015480491676412168,0.0810362622289667,0.10737600780668713,0.04992563650012016,0.04992563650012016,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,1764,5.0,2026-05-31T23:45:48.982852+00:00,0.99109912109375,0.06453045649040076,0.07146631265502601,3.1602278380166915,0.1170623978222942,0.6313912225148034,0.010575890651948396,0.0951760858297348,0.95326171875,0.3273940110904357,0.014740156140991502,0.08636992279854086,0.0869462149483817,0.056802988052368164,0.056802988052368164,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,2117,6.0,2026-06-01T00:26:39.749308+00:00,0.99155517578125,0.06842010658943937,0.07146848988024489,2.9517360036335294,0.12425698526573205,0.6275831252809555,0.010311137452455503,0.08637462556362152,0.95587109375,0.3172478847915218,0.014208818517906207,0.08863804554418912,0.08333384801471044,0.0599990077316761,0.0599990077316761,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,2470,7.0,2026-06-01T01:08:07.722129+00:00,0.99260009765625,0.06918707603795661,0.07086822873957101,2.8248990149725053,0.12601218579913534,0.6273389241052052,0.01006851747949859,0.0775066390633583,0.96069140625,0.3101055002401745,0.013849677033870229,0.08810789791482782,0.08289081331283327,0.05999999865889549,0.05999999865889549,0.0,0.0,0.0
cap0406_mcap8,124,release_with_static_mcap_bad,2823,8.0,2026-06-01T01:48:19.358780+00:00,0.99327587890625,0.06933231781872493,0.07096131097170569,2.7135315343501074,0.12790837052041695,0.6268834916372148,0.009765049098946509,0.07057815790176392,0.96551171875,0.29910757629171253,0.013317502464079076,0.08642688269416492,0.08200569758339533,0.05999999865889549,0.05999999865889549,0.0,0.0,0.0
